file_a,file_b,label,clone_type,error,string_similarity_ratio,jaccard_similarity,tfidf_cosine_similarity,entropy_difference,markov_similarity,kl_similarity,ast_node_type_jaccard,ast_sequence_similarity,ast_node_count_similarity,ast_depth_similarity,tree_edit_similarity,apted_tree_edit_similarity,semantic_successful_overlap,semantic_output_similarity,embedding_cosine_similarity
submission73.py,submission75.py,0,0,,0.10455445544554455,0.72,0.9078256219598914,0.3610734353144083,0.9208676543329564,0.6528966490403086,0.6666666666666666,0.07194244604316546,0.6951219512195121,0.9090909090909091,0.0,0.28861788617886175,0.0,0.0,0.7438145139695471
submission74.py,submission75.py,0,0,,0.09239842726081259,0.72,0.9025236736630112,0.3660174143446384,0.9281105126374745,0.6617285978822218,0.6666666666666666,0.060362173038229376,0.9800796812749004,0.9090909090909091,0.0,0.29482071713147406,0.0,0.0,0.8016160724304254
submission73.py,submission76.py,0,0,,0.1851672321861367,0.9090909090909091,0.9060100268804774,0.29734646020065814,0.934770087125983,0.752380496518465,0.92,0.48725212464589235,0.9395604395604396,0.9090909090909091,0.0,0.3351648351648352,0.0,0.0,0.786078049169578
submission74.py,submission76.py,0,0,,0.15135135135135136,0.9090909090909091,0.9001885900047205,0.3022904392308883,0.9408791585824285,0.7476712232421698,0.92,0.5542725173210161,0.7250996015936255,0.9090909090909091,0.0,0.4143426294820717,0.0,0.0,0.8057950831163332
submission75.py,submission76.py,0,0,,0.3360323886639676,0.7916666666666666,0.9980571422313885,0.06372697511375014,0.9792289603905378,0.8434873650425456,0.7241379310344828,0.7897196261682243,0.7398373983739837,1.0,0.5609756097560976,0.6585365853658536,1.0,1.0,0.8485878057411259
submission77.py,submission78.py,1,3,,0.9314535731648032,1.0,0.9993902830445575,0.03613821467839262,0.9909616808272669,0.9949091571017066,1.0,0.9217391304347826,0.8548387096774194,1.0,0.8548387096774194,0.8548387096774194,0.0,0.0,0.9613854194497891
submission77.py,submission79.py,0,0,,0.19204389574759945,0.84,0.9097845494635449,0.3687118375752836,0.9411792993096483,0.6877935103114157,0.75,0.4985835694050991,0.8195876288659794,0.9090909090909091,0.0,0.3298969072164949,0.0,0.0,0.8399450018571246
submission78.py,submission79.py,0,0,,0.19158075601374572,0.84,0.9015637977400092,0.4048500522536762,0.9355629013049263,0.6832385681526182,0.75,0.5105263157894737,0.9587628865979382,0.9090909090909091,0.0,0.28865979381443296,0.0,0.0,0.8241184598030715
submission77.py,submission80.py,0,0,,0.2129673450070989,0.84,0.9181119172826587,0.3454510062125715,0.9407590716581382,0.6887415949390796,0.7777777777777778,0.11142061281337047,0.795,0.9090909090909091,0.0,0.41000000000000003,0.0,0.0,0.837588026558878
submission78.py,submission80.py,0,0,,0.20319432120674358,0.84,0.9098765430073956,0.38158922089096414,0.9346145547579505,0.6836388913648155,0.7777777777777778,0.10362694300518134,0.9299999999999999,0.9090909090909091,0.0,0.365,0.0,0.0,0.8229209297323897
submission79.py,submission80.py,1,3,,0.5796979865771812,1.0,0.9972978321532177,0.023260831362712064,0.9919618916834595,0.995017315713407,0.96,0.7868020304568528,0.97,1.0,0.71,0.725,1.0,1.0,0.9214380265602926
submission77.py,submission81.py,1,3,,0.5476190476190477,0.9583333333333334,0.9984410941627839,0.03140627373915583,0.9845962662936826,0.9528535458912035,0.9583333333333334,0.5397590361445783,0.62109375,1.0,0.58984375,0.6015625,0.0,0.0,0.900488287457231
submission78.py,submission81.py,1,3,,0.6069072564998059,0.9583333333333334,0.9991226809974559,0.0047319409392367895,0.9881195510151989,0.9590566653717935,0.9583333333333334,0.6153846153846154,0.7265625,1.0,0.6875,0.6953125,0.0,0.0,0.9501803285972784
submission79.py,submission81.py,0,0,,0.08127077946065756,0.875,0.8993430366936614,0.4001181113144394,0.9411221284719676,0.7101149504770932,0.7777777777777778,0.08444444444444445,0.7578125,0.9090909090909091,0.0,0.33203125,0.0,0.0,0.815720991577772
submission80.py,submission81.py,0,0,,0.23927079377136345,0.875,0.9086138957675608,0.37685727995172735,0.9400548272392923,0.7118761170929891,0.8076923076923077,0.08333333333333333,0.78125,0.9090909090909091,0.0,0.3984375,0.0,0.0,0.8790875700613792
submission82.py,submission83.py,0,0,,0.6050955414012739,0.8421052631578947,0.978744947251665,0.13837675777240666,0.9796781031253081,0.7370951946858404,0.8571428571428571,0.8539325842696629,0.9139784946236559,0.8181818181818181,0.4408602150537635,0.6989247311827957,0.4,1.0,0.8047533111475957
submission82.py,submission84.py,0,0,,0.047217537942664416,0.7391304347826086,0.9887947892788911,0.07409904865119543,0.9761776552757461,0.6513936933601177,0.6923076923076923,0.6557377049180327,0.967741935483871,0.8181818181818181,0.11827956989247312,0.6021505376344086,0.4,1.0,0.8092496167756743
submission83.py,submission84.py,0,0,,0.047244094488188976,0.7727272727272727,0.9824617084578028,0.2124758064236021,0.9636965201238035,0.6835836302418545,0.72,0.7657142857142857,0.9444444444444444,1.0,0.3555555555555555,0.5777777777777777,0.4,1.0,0.8352754996087327
submission82.py,submission85.py,1,3,,0.7801857585139319,0.9,0.9951631359311357,0.08278521567937336,0.9761540330417882,0.8644958907898979,0.8695652173913043,0.9333333333333333,0.9117647058823529,1.0,0.8725490196078431,0.8725490196078431,0.5,1.0,0.9087005395910149
submission83.py,submission85.py,0,0,,0.4680232558139535,0.7619047619047619,0.9846172440986962,0.22116197345178001,0.9606336530471402,0.6749511074967804,0.75,0.7593582887700535,0.8333333333333334,0.8181818181818181,0.5098039215686274,0.6862745098039216,0.4,1.0,0.7656669455484931
submission84.py,submission85.py,0,0,,0.07044410413476264,0.68,0.9923290063138511,0.008686167028177927,0.9654651379634922,0.5982955835778762,0.6206896551724138,0.6458333333333334,0.8823529411764706,0.8181818181818181,0.21568627450980393,0.5588235294117647,0.4,1.0,0.7730854642987836
submission82.py,submission86.py,0,0,,0.29504504504504503,0.5833333333333334,0.9472175891385565,0.11148960680501618,0.9620900980749162,0.3756857942708063,0.6296296296296297,0.5735849056603773,0.5406976744186047,0.8181818181818181,0.13953488372093026,0.36627906976744184,0.4,1.0,0.7776172973532949
submission83.py,submission86.py,0,0,,0.2860215053763441,0.6086956521739131,0.9753330012614885,0.026887150967390472,0.9544951609003924,0.4688475248809532,0.6538461538461539,0.5680933852140078,0.4941860465116279,1.0,0.2965116279069767,0.41860465116279066,0.4,1.0,0.7752732831977768
submission84.py,submission86.py,0,0,,0.2905027932960894,0.6153846153846154,0.972471542059359,0.18558865545621162,0.9626187603815834,0.46932654444415095,0.7777777777777778,0.5725190839694656,0.5232558139534884,1.0,0.33139534883720934,0.41860465116279066,0.4,1.0,0.7999256877624699
submission85.py,submission86.py,0,0,,0.2552742616033755,0.5384615384615384,0.9613994162154663,0.19427482248438954,0.9605594858300183,0.3648738304296418,0.5666666666666667,0.583941605839416,0.5930232558139534,0.8181818181818181,0.15116279069767447,0.36627906976744184,0.4,1.0,0.7495572899381128
submission97.py,submission88.py,0,0,,0.0,0.0,0.0,3.472666085042415,0.8571428571428572,0.5768412325117377,0.03571428571428571,0.0106951871657754,0.005376344086021501,0.125,0.005376344086021501,0.005376344086021501,0.0,0.0,0.0
submission87.py,submission89.py,0,0,,0.03631961259079903,0.5,0.89541849998212,0.009288185304208607,0.941654054808447,0.2913884532486201,0.4838709677419355,0.4444444444444444,0.96875,0.9,0.0,0.19791666666666663,0.0,0.0,0.27668771326104774
submission88.py,submission89.py,0,0,,0.015429122468659595,0.5,0.888487494361325,0.1477654689078043,0.9338847395997539,0.31539358146578894,0.4444444444444444,0.4326241134751773,0.5161290322580645,0.8,0.021505376344086002,0.24193548387096775,0.0,0.0,0.24178085992406237
submission87.py,submission90.py,0,0,,0.04878048780487805,0.6,0.8462134868074463,0.14653823714513292,0.943310482217658,0.3186797352129379,0.4827586206896552,0.5111111111111111,0.935483870967742,0.7777777777777778,0.0,0.22580645161290325,0.0,0.0,0.279748139483469
submission88.py,submission90.py,0,0,,0.03838383838383838,0.5925925925925926,0.8424752861981251,0.010515417066879973,0.9436286009324136,0.3408079205650373,0.48484848484848486,0.3516483516483517,0.467741935483871,0.875,0.08064516129032262,0.26881720430107525,0.0,0.0,0.25757198963899114
submission89.py,submission90.py,0,0,,0.02591283863368669,0.75,0.9839406401534787,0.13725005184092431,0.9715484025091318,0.7031466145554895,0.7307692307692307,0.7868852459016393,0.90625,0.7,0.41666666666666663,0.6666666666666667,0.0,0.0,0.7776093983278219
submission87.py,submission91.py,0,0,,0.08333333333333333,0.6666666666666666,0.9440118761905932,0.00018845639409237336,0.9608434196189298,0.4459253263318862,0.5588235294117647,0.49361702127659574,0.6549295774647887,0.9,0.0,0.295774647887324,0.0,0.0,0.2783156459240292
submission88.py,submission91.py,0,0,,0.06777217015140591,0.6,0.9280146237156066,0.15686519781792052,0.9629377811062116,0.40456390315447965,0.5128205128205128,0.3780487804878049,0.7634408602150538,0.8,0.0,0.25268817204301075,0.0,0.0,0.34394964747143847
submission89.py,submission91.py,0,0,,0.025682182985553772,0.6785714285714286,0.9795483894927283,0.009099728910116234,0.9592913832199547,0.64340258119747,0.5277777777777778,0.5798319327731093,0.676056338028169,1.0,0.2676056338028169,0.43661971830985913,0.0,0.0,0.667717812279244
submission90.py,submission91.py,0,0,,0.016680567139282735,0.6666666666666666,0.9570367922425954,0.14634978075104055,0.9608777704630239,0.6502031191289066,0.4857142857142857,0.462882096069869,0.6126760563380282,0.7,0.19718309859154926,0.4154929577464789,0.0,0.0,0.6661583392347658
submission92.py,submission94.py,0,0,,0.0331720801658604,0.7142857142857143,0.9399388916177789,0.14215443704686592,0.9208462116725675,0.5982792383955094,0.68,0.525974025974026,0.6830601092896175,0.9,0.1584699453551912,0.3114754098360656,0.0,0.0,0.42441213062627603
submission93.py,submission94.py,0,0,,0.03389830508474576,0.75,0.9397732087250983,0.1139396517988911,0.9178354379851021,0.6167579382240654,0.7083333333333334,0.5407166123778502,0.6775956284153005,0.9,0.1584699453551912,0.3114754098360656,0.0,0.0,0.42649133188225036
submission92.py,submission95.py,0,0,,0.030112923462986198,0.7142857142857143,0.9286166082041363,0.21721517748271468,0.9166803769388258,0.6003228751460004,0.68,0.08982035928143713,0.5980861244019139,0.9090909090909091,0.14832535885167464,0.27751196172248804,0.0,0.0,0.3829910977327359
submission93.py,submission95.py,0,0,,0.032059186189889025,0.75,0.9283957379611414,0.18900039223473986,0.9104960850402481,0.6188890078402642,0.7083333333333334,0.1021021021021021,0.5933014354066986,0.9090909090909091,0.13875598086124397,0.2822966507177034,0.0,0.0,0.37487517176871965
submission94.py,submission95.py,1,3,,0.8423772609819121,1.0,0.9979493068830311,0.07506074043584876,0.98442626633286,0.9937726338476428,1.0,0.9132653061224489,0.8755980861244019,0.8181818181818181,0.8325358851674641,0.84688995215311,0.0,0.0,0.8383200897271552
submission92.py,submission96.py,0,0,,0.017921146953405017,0.6666666666666666,0.9608652119681755,0.17455783961706173,0.9129496648786557,0.5959591287258003,0.6521739130434783,0.5134099616858238,0.9191176470588235,0.9,0.0,0.2647058823529411,0.0,0.0,0.37340603449494436
submission93.py,submission96.py,0,0,,0.022727272727272728,0.7,0.9610888456653972,0.1463430543690869,0.9122326947739304,0.6146729474298427,0.6818181818181818,0.5153846153846153,0.9117647058823529,0.9,0.0,0.2720588235294118,0.0,0.0,0.3344207119356571
submission94.py,submission96.py,0,0,,0.09334248455730954,0.75,0.9774596752879201,0.032403402570195805,0.9538462140518291,0.6745726195420264,0.7391304347826086,0.4702194357366771,0.7431693989071038,1.0,0.0,0.3224043715846995,0.0,0.0,0.5662011231083974
submission95.py,submission96.py,0,0,,0.07356608478802992,0.75,0.9657889543855998,0.042657337865652956,0.9489942535555872,0.6789064822605592,0.7391304347826086,0.48695652173913045,0.6507177033492824,0.8181818181818181,0.0,0.3110047846889952,0.0,0.0,0.5017126786928353
submission97.py,submission98.py,0,0,,0.0,0.0,0.0,3.559313881929562,0.8571428571428571,0.6519865906557912,0.047619047619047616,0.031746031746031744,0.016129032258064502,0.125,0.016129032258064502,0.016129032258064502,0.0,0.0,0.0
submission97.py,submission99.py,0,0,,0.0,0.0,0.0,3.251811632814431,0.8571428571428571,0.6597203860841284,0.05555555555555555,0.03636363636363636,0.01851851851851849,0.125,0.01851851851851849,0.01851851851851849,0.0,0.0,0.0
submission98.py,submission99.py,0,0,,0.25745257452574527,0.5652173913043478,0.9063086678664581,0.30750224911513113,0.9430008209183037,0.38821431604143714,0.56,0.7068965517241379,0.8709677419354839,1.0,0.467741935483871,0.5483870967741935,0.0,0.0,0.5231951971540181
submission97.py,submission100.py,0,0,,0.0,0.0,0.0,2.6275185822897065,0.8571428571428572,0.42436226469629595,0.047619047619047616,0.011904761904761904,0.005988023952095856,0.11111111111111116,0.005988023952095856,0.005988023952095856,0.0,0.0,0.0
submission98.py,submission100.py,0,0,,0.23627519110493397,0.8636363636363636,0.7614065476894667,0.9317952996398557,0.9622868498348537,0.6256126818166078,0.68,0.44541484716157204,0.37125748502994016,0.8888888888888888,0.22754491017964074,0.281437125748503,0.1,1.0,0.5801317395723876
submission99.py,submission100.py,0,0,,0.2313927781871776,0.6086956521739131,0.4978908158976318,0.6242930505247246,0.9190296626337731,0.42652601415139574,0.6956521739130435,0.3891402714932127,0.32335329341317365,0.8888888888888888,0.16766467065868262,0.22155688622754488,0.1,0.0,0.4746733341544983
submission97.py,submission101.py,0,0,,0.0,0.0,0.0,3.3831946156877906,0.8571428571428571,0.6232551797639474,0.047619047619047616,0.02564102564102564,0.012987012987012991,0.11111111111111116,0.012987012987012991,0.012987012987012991,0.0,0.0,0.0
submission98.py,submission101.py,0,0,,0.3816631130063966,0.7727272727272727,0.9387590242243333,0.17611926624177165,0.979260329606735,0.6283086307490445,0.5555555555555556,0.6762589928057554,0.8051948051948052,0.8888888888888888,0.49350649350649356,0.5194805194805194,0.0,0.0,0.5867779676801059
submission99.py,submission101.py,0,0,,0.2967289719626168,0.5909090909090909,0.9707124721951648,0.13138298287335948,0.9403860241665927,0.4589365263945469,0.56,0.6412213740458015,0.7012987012987013,0.8888888888888888,0.37662337662337664,0.4675324675324676,0.0,0.0,0.5473012970002415
submission100.py,submission101.py,0,0,,0.11560693641618497,0.7391304347826086,0.5414758912243396,0.7556760333980841,0.9504588300366996,0.49910177448680676,0.6153846153846154,0.4672131147540984,0.4610778443113772,1.0,0.17964071856287422,0.2455089820359282,0.0,0.0,0.5396510750133324
submission102.py,submission103.py,1,2,,0.5085427135678392,1.0,0.9999999999999998,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.926312557962418
submission102.py,submission104.py,1,2,,0.35336322869955156,0.95,0.9978808395872599,2.532707620295227e-05,0.97467875753946,0.9244622107443284,0.84,0.8888888888888888,0.8191489361702128,1.0,0.8085106382978724,0.8085106382978724,0.0,0.0,0.8620851809700242
submission103.py,submission104.py,1,3,,0.8747628083491461,0.95,0.9978808395872599,2.532707620295227e-05,0.97467875753946,0.9244622107443284,0.84,0.8888888888888888,0.8191489361702128,1.0,0.8085106382978724,0.8085106382978724,0.0,0.0,0.9351924972080947
submission102.py,submission105.py,1,3,,0.8220271348762969,1.0,0.9946204127108436,0.07472214724039405,0.9854727542861659,0.985256265178576,0.9545454545454546,0.8461538461538461,0.7333333333333334,1.0,0.6476190476190475,0.7142857142857143,0.0,0.0,0.9546770729204741
submission103.py,submission105.py,1,3,,0.40436241610738255,1.0,0.9946204127108436,0.07472214724039405,0.9854727542861659,0.985256265178576,0.9545454545454546,0.8461538461538461,0.7333333333333334,1.0,0.6476190476190475,0.7142857142857143,0.0,0.0,0.8853284934848249
submission104.py,submission105.py,1,3,,0.34603658536585363,0.95,0.9909837934457245,0.074747474316597,0.9696052502483254,0.9115954840284681,0.8076923076923077,0.8140703517587939,0.8952380952380953,1.0,0.5523809523809524,0.6666666666666667,0.0,0.0,0.8341183046476814
submission102.py,submission106.py,0,0,,0.8633333333333333,0.9047619047619048,0.9596191966104825,0.13162956939301518,0.9849363444857759,0.8347578657495439,0.9545454545454546,0.8555555555555555,0.7475728155339806,1.0,0.7378640776699029,0.7475728155339806,0.0,0.0,0.966576390906548
submission103.py,submission106.py,0,0,,0.4196663740122915,0.9047619047619048,0.9596191966104825,0.13162956939301518,0.9849363444857759,0.8347578657495439,0.9545454545454546,0.8555555555555555,0.7475728155339806,1.0,0.7378640776699029,0.7475728155339806,0.0,0.0,0.9066051327590815
submission104.py,submission106.py,0,0,,0.3256552819698173,0.8636363636363636,0.961683586644806,0.13160424231681223,0.9636662521312034,0.7812415616651113,0.8076923076923077,0.7817258883248731,0.912621359223301,1.0,0.5825242718446602,0.5922330097087378,0.0,0.0,0.8446947380129778
submission105.py,submission106.py,0,0,,0.5798138869005011,0.9047619047619048,0.9532478146984867,0.20635171663340923,0.9825095409577986,0.8423926527414517,0.9130434782608695,0.7884615384615384,0.9809523809523809,1.0,0.5238095238095238,0.6095238095238096,0.0,0.0,0.9287794317615927
submission107.py,submission108.py,1,3,,0.9395973154362416,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9125806562337724
submission107.py,submission109.py,1,3,,0.9118541033434651,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9801199573700878
submission108.py,submission109.py,0,0,,0.8562691131498471,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8941785004801337
submission107.py,submission110.py,1,3,,0.6158038147138964,1.0,0.9936115093843765,0.03171923084081518,0.9899902818270165,0.9832474178480723,1.0,0.8709677419354839,0.7714285714285715,1.0,0.7714285714285715,0.7714285714285715,0.0,0.0,0.9445817879812021
submission108.py,submission110.py,1,3,,0.44931506849315067,1.0,0.9936115093843765,0.03171923084081518,0.9899902818270165,0.9832474178480723,1.0,0.8709677419354839,0.7714285714285715,1.0,0.7714285714285715,0.7714285714285715,0.0,0.0,0.8847286245005733
submission109.py,submission110.py,0,0,,0.5606060606060606,1.0,0.9936115093843765,0.03171923084081518,0.9899902818270165,0.9832474178480723,1.0,0.8709677419354839,0.7714285714285715,1.0,0.7714285714285715,0.7714285714285715,0.0,0.0,0.9250399324248298
submission107.py,submission111.py,0,0,,0.7238605898123325,0.8235294117647058,0.977531754502285,0.1594089517375954,0.9458653591306653,0.5701048202282836,0.9411764705882353,0.8125,0.7297297297297297,1.0,0.7027027027027026,0.7027027027027026,0.0,0.0,0.7765189647802577
submission108.py,submission111.py,0,0,,0.6684636118598383,0.8235294117647058,0.977531754502285,0.1594089517375954,0.9458653591306653,0.5701048202282836,0.9411764705882353,0.8125,0.7297297297297297,1.0,0.7027027027027026,0.7027027027027026,0.0,0.0,0.7313043087512315
submission109.py,submission111.py,0,0,,0.6567164179104478,0.8235294117647058,0.977531754502285,0.1594089517375954,0.9458653591306653,0.5701048202282836,0.9411764705882353,0.8125,0.7297297297297297,1.0,0.7027027027027026,0.7027027027027026,0.0,0.0,0.7743490242177401
submission110.py,submission111.py,0,0,,0.4318181818181818,0.8235294117647058,0.9725862643999061,0.1276897208967802,0.9487565155932502,0.5647896458768311,0.9411764705882353,0.7777777777777778,0.9459459459459459,1.0,0.4864864864864865,0.5945945945945945,0.0,0.0,0.7488819886724952
submission112.py,submission113.py,1,2,,0.8837465564738292,1.0,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9220467713226302
submission112.py,submission114.py,1,3,,0.8528624933119315,1.0,0.9992283745744436,0.040558344081834896,0.9935567020970748,0.9944558411024288,1.0,0.903448275862069,0.8238993710691824,1.0,0.8238993710691824,0.8238993710691824,0.0,0.0,0.9974749255712313
submission113.py,submission114.py,1,3,,0.5670731707317073,1.0,0.9992283745744436,0.040558344081834896,0.9935567020970748,0.9944558411024288,1.0,0.903448275862069,0.8238993710691824,1.0,0.8238993710691824,0.8238993710691824,0.0,0.0,0.9195742181473878
submission112.py,submission115.py,1,2,,0.8444200109950523,1.0,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9307075175682721
submission113.py,submission115.py,1,2,,0.8070907194994786,1.0,1.0000000000000002,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9237330442969895
submission114.py,submission115.py,1,3,,0.5669371196754563,1.0,0.9992283745744436,0.040558344081834896,0.9935567020970748,0.9944558411024288,1.0,0.903448275862069,0.8238993710691824,1.0,0.8238993710691824,0.8238993710691824,0.0,0.0,0.9282188389820497
submission112.py,submission116.py,1,3,,0.6485714285714286,0.7916666666666666,0.990945167592042,0.2819984135268623,0.958679415822273,0.7996698410668028,0.7692307692307693,0.8338762214983714,0.7443181818181819,0.8,0.47159090909090906,0.7215909090909092,0.0,0.0,0.8758268510994007
submission113.py,submission116.py,1,3,,0.4956798544793088,0.7916666666666666,0.990945167592042,0.2819984135268623,0.958679415822273,0.7996698410668028,0.7692307692307693,0.8338762214983714,0.7443181818181819,0.8,0.47159090909090906,0.7215909090909092,0.0,0.0,0.868935164584006
submission114.py,submission116.py,0,0,,0.4367509986684421,0.7916666666666666,0.9892540721869519,0.3225567576086972,0.9550043789396052,0.795530813791303,0.7692307692307693,0.764179104477612,0.9034090909090909,0.8,0.34659090909090906,0.6761363636363636,0.0,0.0,0.8767639450790299
submission115.py,submission116.py,1,3,,0.4357694053563323,0.7916666666666666,0.990945167592042,0.2819984135268623,0.958679415822273,0.7996698410668028,0.7692307692307693,0.8338762214983714,0.7443181818181819,0.8,0.47159090909090906,0.7215909090909092,0.0,0.0,0.8789028821221151
submission117.py,submission118.py,1,3,,0.8913773796192609,0.75,0.9980285430297285,0.17578460554591935,0.9523406654407939,0.7728073401559536,0.8571428571428571,0.9230769230769231,0.8870967741935484,0.8571428571428572,0.8064516129032258,0.8709677419354839,0.0,0.0,0.8385368668034479
submission117.py,submission119.py,0,0,,0.8068965517241379,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.827823458311807
submission118.py,submission119.py,0,0,,0.7160493827160493,0.75,0.9980285430297285,0.17578460554591935,0.9523406654407939,0.7728073401559536,0.8571428571428571,0.9230769230769231,0.8870967741935484,0.8571428571428572,0.8064516129032258,0.8709677419354839,0.0,0.0,0.7168913181386857
submission117.py,submission120.py,0,0,,0.7411764705882353,0.75,0.9980285430297285,0.17578460554591935,0.9523406654407939,0.7728073401559536,0.8571428571428571,0.9230769230769231,0.8870967741935484,0.8571428571428572,0.8064516129032258,0.8709677419354839,0.0,0.0,0.6983623313034638
submission118.py,submission120.py,0,0,,0.8725602755453502,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7898793272610141
submission119.py,submission120.py,0,0,,0.5094339622641509,0.75,0.9980285430297285,0.17578460554591935,0.9523406654407939,0.7728073401559536,0.8571428571428571,0.9230769230769231,0.8870967741935484,0.8571428571428572,0.8064516129032258,0.8709677419354839,0.0,0.0,0.7317311866100491
submission117.py,submission121.py,0,0,,0.8588235294117647,1.0,0.9994256835593074,0.018848272339958783,0.9884891921845445,0.9982412760672038,1.0,0.9814814814814815,0.9636363636363636,1.0,0.9636363636363636,0.9636363636363636,0.0,0.0,0.8580168245254234
submission118.py,submission121.py,0,0,,0.7439724454649828,0.75,0.9973443141729271,0.19463287788587813,0.9481620960063132,0.7713507790054408,0.8571428571428571,0.9043478260869565,0.8548387096774194,0.8571428571428572,0.7741935483870968,0.8387096774193549,0.0,0.0,0.7309914700149821
submission119.py,submission121.py,0,0,,0.8207547169811321,1.0,0.9994256835593074,0.018848272339958783,0.9884891921845445,0.9982412760672038,1.0,0.9814814814814815,0.9636363636363636,1.0,0.9636363636363636,0.9636363636363636,0.0,0.0,0.8365229610295123
submission120.py,submission121.py,0,0,,0.7584541062801933,0.75,0.9973443141729271,0.19463287788587813,0.9481620960063132,0.7713507790054408,0.8571428571428571,0.9043478260869565,0.8548387096774194,0.8571428571428572,0.7741935483870968,0.8387096774193549,0.0,0.0,0.738874867542415
submission122.py,submission123.py,1,3,,0.8161668839634941,0.9444444444444444,0.9984174942869076,0.1105461542965922,0.9792612241171528,0.9379852772834458,0.782608695652174,0.8680851063829788,0.7669172932330828,1.0,0.7669172932330828,0.7669172932330828,0.0,0.0,0.9706641777262756
submission122.py,submission124.py,1,3,,0.7092391304347826,1.0,0.9974177221385812,0.03951180017096023,0.9966269107118124,0.9949781659868778,1.0,0.9357798165137615,0.8793103448275862,1.0,0.8793103448275862,0.8793103448275862,0.0,0.0,0.937131575632324
submission123.py,submission124.py,0,0,,0.5508274231678487,0.9444444444444444,0.9941335284382956,0.15005795446755243,0.9766729501423379,0.9287328289228058,0.782608695652174,0.8273092369477911,0.8721804511278195,1.0,0.6616541353383458,0.6616541353383458,0.0,0.0,0.9137899262299642
submission122.py,submission125.py,1,3,,0.7321212121212122,1.0,0.999308790075238,0.008243472422958309,0.9850904365959816,0.9953376450495871,1.0,0.8326530612244898,0.7132867132867133,1.0,0.7132867132867133,0.7132867132867133,0.0,0.0,0.94460018100751
submission123.py,submission125.py,0,0,,0.6417112299465241,0.9444444444444444,0.9984778851427071,0.11878962671955051,0.9879871868667387,0.9336619293274963,0.782608695652174,0.9057971014492754,0.9300699300699301,1.0,0.8181818181818181,0.8531468531468531,0.0,0.0,0.9448658086678061
submission124.py,submission125.py,0,0,,0.5232300884955752,1.0,0.995821477976851,0.03126832774800192,0.9857266146181712,0.9881489347997864,1.0,0.8108108108108109,0.8111888111888113,1.0,0.6153846153846154,0.6153846153846154,0.0,0.0,0.8871345780357585
submission122.py,submission126.py,0,0,,0.7649028801071668,1.0,0.9990546687449905,0.04392001720795857,0.9853095164861946,0.9930893106766138,1.0,0.8869565217391304,0.796875,1.0,0.796875,0.796875,0.0,0.0,0.9549869911682733
submission123.py,submission126.py,0,0,,0.6036193812025686,0.9444444444444444,0.9983986950280425,0.06662613708863363,0.9917570631856346,0.9350821595437002,0.782608695652174,0.9195402298850575,0.9624060150375939,1.0,0.8270676691729324,0.8646616541353384,0.0,0.0,0.9373475708411334
submission124.py,submission126.py,0,0,,0.5899454875832829,1.0,0.9945088478927702,0.0834318173789188,0.98224766475998,0.9833128095309476,1.0,0.8360655737704918,0.90625,1.0,0.6875,0.6875,0.0,0.0,0.9126518012552333
submission125.py,submission126.py,0,0,,0.6735921268452706,1.0,0.9996650729997321,0.05216348963091688,0.995083269578585,0.9988511561510358,1.0,0.9372693726937269,0.8951048951048951,1.0,0.8811188811188811,0.8811188811188811,0.0,0.0,0.9208713368086668
submission127.py,submission128.py,1,3,,0.7932303164091243,1.0,0.9990546687449905,0.04392001720795857,0.9853095164861946,0.9930893106766138,1.0,0.8869565217391304,0.796875,1.0,0.796875,0.796875,0.0,0.0,0.9422883551194503
submission127.py,submission129.py,1,3,,0.6695402298850575,0.9444444444444444,0.9984174942869076,0.1105461542965922,0.9792612241171528,0.9379852772834458,0.782608695652174,0.8680851063829788,0.7669172932330828,1.0,0.7669172932330828,0.7669172932330828,0.0,0.0,0.9234648168563658
submission128.py,submission129.py,1,3,,0.6244284781188766,0.9444444444444444,0.9983986950280425,0.06662613708863363,0.9917570631856346,0.9350821595437002,0.782608695652174,0.9195402298850575,0.9624060150375939,1.0,0.8270676691729324,0.8646616541353384,0.0,0.0,0.9100643963179141
submission127.py,submission130.py,1,3,,0.6933867735470942,1.0,0.999308790075238,0.008243472422958309,0.9850904365959816,0.9953376450495871,1.0,0.8326530612244898,0.7132867132867133,1.0,0.7132867132867133,0.7132867132867133,0.0,0.0,0.9061796046821423
